"","PRIMARY_KEY","ORGANIZATION_NAME","SUB_BUILDING_NAME","BUILDING_NAME","NUMBER","PRIMARY_THORFARE","ALT_THORFARE","SECONDARY_THORFARE","LOCALITY","TOWNLAND","TOWN","COUNTY","POSTCODE","X_CORDINATE","Y_CORDINATE"
"22263",22263,"ULSTER BANK LTD","","","30-32","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267058,423007
"22308",22308,"","","","6","DRUMACHOSE MEWS","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267777,422512
"22475",22475,"","","","50","KNOCKANBAAN","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268704,423055
"22516",22516,"","","","8","RITTERS COURT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EJ",267180,421908
"22532",22532,"","","","177","SEACOAST ROAD","","","","BALLYHENRY WEST","LIMAVADY","LONDONDERRY","BT499EF",266722,427899
"22543",22543,"","","","48","PLANTATION VIEW","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268777,423112
"22610",22610,"","","","4","RITTERS COURT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EJ",267162,421897
"22699",22699,"","","","43","ASHBOURNE ROAD","","","","WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
"22866",22866,"","","","28","ROSSNAVANNA","","","BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268792,422021
"22873",22873,"","","","42","TERRYDOO ROAD","","","","SOUTH TERRYDOO WALKER","LIMAVADY","LONDONDERRY","BT490PF",273453,421347
"23049",23049,"","","","143","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268504,421641
"23096",23096,"","","","41A","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267325,422607
"23116",23116,"","","","184","DRUMRANE ROAD","","","","TEMPLEMOYLE","LIMAVADY","LONDONDERRY","BT499LJ",267723,417036
"23126",23126,"","","","19","ROE MILL ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",266998,422605
"23144",23144,"","","","5","ANNADALE LANE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BX",267102,422886
"23226",23226,"","","","1","FIR AVENUE","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PN",271887,417254
"23522",23522,"","","","35","JANES VALLEY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268581,422238
"23545",23545,"","","","17","SPALLAN ROAD","","","","BROHARRIS","LIMAVADY","LONDONDERRY","BT499DT",263753,423324
"23708",23708,"MAGILLIGAN FIELD CENTRE","","","375","SEACOAST ROAD","","","","MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LF",267653,433550
"23750",23750,"","","","11","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267895,421839
"23751",23751,"ALEXANDER ARMS HOTEL","","","34","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",267040,423257
"23768",23768,"","","","36","EAST ROAD","","","","BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269594,417457
"23806",23806,"","","","86","BALLYAVELIN ROAD","","","","BALLYNAHERY","LIMAVADY","LONDONDERRY","BT490QB",271247,421817
"24638",24638,"","","","27","ROE MILL GARDENS","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267305,422263
"24655",24655,"","","","21D","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266986,423171
"24723",24723,"","","","25","BETTS ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PW",271764,417130
"24910",24910,"","","","78","DRUMSURN ROAD","","","","BALLYNAHERY","LIMAVADY","LONDONDERRY","BT490PD",270309,422245
"25008",25008,"","","","16","GLENLEA PARK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267787,421734
"25057",25057,"","","","41","BROIGHTER ROAD","","","","BROHARRIS","LIMAVADY","LONDONDERRY","BT499DU",264761,423942
"25122",25122,"","","","9","SCOTCHTOWN ROAD","","","","CLAGAN","LIMAVADY","LONDONDERRY","BT490JA",266588,430663
"25127",25127,"","","","40A","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267333,422611
"25213",25213,"","","","27","BENBRADAGH AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267334,422495
"25214",25214,"","","","14","GLENROE WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267727,421837
"25444",25444,"","UNIT B","","101","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267207,423343
"25462",25462,"","","","90","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268251,422105
"25507",25507,"","","","155","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268497,421573
"26143",26143,"","","","6","GORTENANIMA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268833,422670
"26267",26267,"","","","13","GORTENANIMA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GF",268743,422764
"26475",26475,"","","","2","MILL PARK","","","","CARRYDOO","LIMAVADY","LONDONDERRY","BT490QD",271384,425457
"26476",26476,"","","","37","ASHBOURNE ROAD","","","","WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
"26555",26555,"","","","1","NEWTON ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268526,422907
"26946",26946,"","","","14","KEADY WAY","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AU",267515,422501
"26975",26975,"","","","68","TARTNAKILLY ROAD","","","","GLACK","LIMAVADY","LONDONDERRY","BT499NA",262080,418737
"26976",26976,"","","","40","ANDERSON CRESCENT","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268448,422026
"26977",26977,"","","","10","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268449,422996
"27021",27021,"","OFFICE T8","ROE VALLEY ENTERPRISES TECHNOLOGY SUITE","1","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268342,425677
"27029",27029,"","","","22","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268696,421814
"27048",27048,"","","","17","BENBRADAGH AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267324,422522
"27069",27069,"","","","19","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267435,422369
"28320",28320,"MARIE HUNTER","","CHIROPODIST","17B","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266971,423074
"28321",28321,"","","","23B","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266994,423174
"28623",28623,"","","","102","BOLEA ROAD","","","","BOLEA","LIMAVADY","LONDONDERRY","BT490QU",271515,425705
"28686",28686,"","","","66","DRUMALIEF ROAD","","","","DRUMALIEF","LIMAVADY","LONDONDERRY","BT490QX",270349,425986
"28735",28735,"","","","420B","SEACOAST ROAD","","","","LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",266400,433651
"28841",28841,"","","","3","GORTGARN ROAD","","","LIMAVADY","GLEBE","LIMAVADY","LONDONDERRY","BT490QW",270978,423762
"28894",28894,"","","","33","BARLEYHILL","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268393,421701
"29336",29336,"","","","38","NEW LINE ROAD","","","","BALLYDARROG","LIMAVADY","LONDONDERRY","BT499NF",264318,417586
"29346",29346,"","","","23","GLENGIVEN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RW",267804,421759
"29368",29368,"","","","63","BARLEYHILL","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268298,421708
"29369",29369,"","","","27","NEWTOWNE SQUARE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267039,423172
"29370",29370,"","","","34","NEWTOWNE SQUARE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490FL",267048,423160
"29439",29439,"","","","1","BROIGHTER GARDENS","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GH",268825,422479
"29474",29474,"","FLAT 3","","5A","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266996,423048
"29631",29631,"","","","87","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267138,432997
"29632",29632,"","","","161","DUNCRUN ROAD","","","","GORTMORE","LIMAVADY","LONDONDERRY","BT490JJ",270537,433526
"29638",29638,"","","","68","DRUMAVALLY","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267169,432975
"29649",29649,"","","","7","CARRIAGE COURT","","","","DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267301,432989
"29661",29661,"","","","9","BENONE AVENUE","","","","BENONE","LIMAVADY","LONDONDERRY","BT490LQ",271381,435573
"29837",29837,"","","","77","AGHANLOO ROAD","","","","GLEBE","LIMAVADY","LONDONDERRY","BT490HY",268465,427542
"29840",29840,"","","","100","BOLEA ROAD","","","","KILLYBREADY","LIMAVADY","LONDONDERRY","BT490QU",271509,426212
"29844",29844,"","","","131","BOLEA ROAD","","","","GORTCORBIES","LIMAVADY","LONDONDERRY","BT490QU",273191,426602
"30044",30044,"","","","36","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267461,422356
"30045",30045,"","","","85","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268223,422700
"30046",30046,"","","","68","SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267951,422572
"30049",30049,"","","","9","GLENROE WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267703,421823
"30052",30052,"LIMAVADY NURSERY SCHOOL","","","9A","GREYSTONE ROAD","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ND",267824,422318
"30053",30053,"","","","15","IRWIN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499HF",267333,421753
"30054",30054,"","","","15","MASSEY AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267057,422766
"30055",30055,"","","","45","GORTEEN CRESCENT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267465,421869
"30056",30056,"","","","24","ROE MILL WALK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BJ",266998,422763
"30057",30057,"","","","6","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BU",267499,423443
"30060",30060,"","","","46","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268077,422298
"30061",30061,"","","","2","THORNDALE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490ST",267983,421987
"30063",30063,"","","","36","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268389,422999
"30064",30064,"","","","43","GORTEEN CRESCENT","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267447,421865
"30066",30066,"","","","35","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267619,423304
"30067",30067,"","","","13","CRAWFORD SQUARE","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BZ",267626,423389
"30068",30068,"","","","72","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268126,422219
"30069",30069,"","","","196","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268127,423076
"30071",30071,"","","","74","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267417,423346
"30072",30072,"","","","21","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267681,421994
"30075",30075,"","","","24","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267568,421717
"30076",30076,"","","","32","ANDERSON PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268218,422352
"30078",30078,"","","","1","GLENBANK WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RJ",267804,422003
"30084",30084,"","","","1","GLENROE WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267667,421865
"30085",30085,"","","","110","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268279,422149
"30086",30086,"LIMAVADY HIGH SCHOOL","","LIMAVADY HIGH SCHOOL","64","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AN",267337,422851
"30087",30087,"","","","14A","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268490,422979
"30088",30088,"","","","87","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268493,421767
"30089",30089,"","","","4","ROSSEDEN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268953,422012
"30090",30090,"","","","11","MCQUILLAN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268331,422565
"30091",30091,"","","","215","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268585,421444
"30092",30092,"","","","72","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267339,423071
"30093",30093,"","","","89","TERRYDOO ROAD","","","","TERRYDOO CLYDE","LIMAVADY","LONDONDERRY","BT490PF",272925,420561
"30094",30094,"","","","88A","EDENMORE ROAD","","","","EDENMORE","LIMAVADY","LONDONDERRY","BT490NH",269842,420153
"30095",30095,"","","","123","DRUMSURN ROAD","","","","ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270366,421383
"30096",30096,"","","","126","DRUMSURN ROAD","","","","ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270452,421321
"30097",30097,"HEADMASTERS HOUSE : BALTEAGH PS","","","144","DRUMSURN ROAD","","","","ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270654,421049
"30098",30098,"NORTHERN IRELAND HOUSING EXECUTIVE","","","33","CATHERINE STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DA",267017,423045
"30099",30099,"","","","51","ROSE PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268746,421586
"30101",30101,"","","","2","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267914,421760
"30102",30102,"","","","109","DRUMSURN ROAD","","","","GLEBE","LIMAVADY","LONDONDERRY","BT490PD",269960,421320
"30104",30104,"","","","47","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267644,423297
"30105",30105,"","","","30","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267648,422104
"30108",30108,"","FLAT 10","BENEVENAGH FOLD","102","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
"30110",30110,"","","","71","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267211,421754
"30112",30112,"","","","19","BOVALLY ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268848,422238
"30113",30113,"","","","152","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268726,421487
"30114",30114,"","","","22","BRANSON PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268730,422049
"30116",30116,"","","","91","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267420,423398
"30119",30119,"","","","49","BELLS HILL","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268242,423193
"30120",30120,"","","","102B","WHITEHILL PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490QG",268245,421616
"30121",30121,"","","","1","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267629,422010
"30122",30122,"","","","3","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267634,422012
"30148",30148,"","","","9","GORTGARN ROAD","","","","GLEBE","LIMAVADY","LONDONDERRY","BT490QW",270929,423891
"30182",30182,"","","","207","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268529,421458
"30373",30373,"","","","43","POLLYS BRAE ROAD","","","","BALLYMORE","LIMAVADY","LONDONDERRY","BT499LL",266852,418323
"35790",35790,"","","","45","BEECH ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271971,417276
"36308",36308,"","","","223","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268636,421456
"36309",36309,"","","","11","NEWTON ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268594,422819
"36321",36321,"","","","69","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267189,422868
"36373",36373,"","","","99","DOWLAND ROAD","","","FRUITHILL","CARBULLION","LIMAVADY","LONDONDERRY","BT490HR",267387,425834
"36442",36442,"","","","14","DRUMALIEF ROAD","","","","BALLYRISK MORE","LIMAVADY","LONDONDERRY","BT490QS",271614,425021
"36634",36634,"","UNIT 19","","1","AGHANLOO ROAD","","","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY","LONDONDERRY","BT490HE",268269,425684
"36725",36725,"","FLAT 9","ROE FOLD",NA,"MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295
"36726",36726,"HALIFAX PROPERTY SERVICES","","","29","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267014,423191
"36943",36943,"","","","38","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267345,422619
"37482",37482,"","FLAT 4","SPRINGHILL HOUSE",NA,"ROE MILL ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BZ",266855,422893
"37584",37584,"","FLAT 3","","18","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266985,423211
"37953",37953,"","","","6","PETRIE PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268763,422476
"37975",37975,"","","","14","DUNMORE PLACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AN",267360,422683
"38133",38133,"","","","39","NEWTON ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268631,422721
"38363",38363,"","","","29","ANDERSON PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268251,422359
"38364",38364,"","","","30","GORTGARN ROAD","","","","KEADY","LIMAVADY","LONDONDERRY","BT490QW",271514,423414
"38392",38392,"","","","11","BENBRADAGH AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267333,422542
"38486",38486,"","","","7","SCROGGY CLOSE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SU",267865,422044
"38507",38507,"","","","62","ANDERSON CRESCENT","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268430,422056
"38508",38508,"BARNARDOS","","","4","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267109,423090
"38509",38509,"","","","8","GLENBURN WAY","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RN",267821,421880
"38588",38588,"","","","21","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267831,421910
"38616",38616,"","","","8","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269024,422103
"38617",38617,"","","","63","WHISPERING PINES","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269033,422412
"38619",38619,"","","","69","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268481,421848
"38657",38657,"","","","20","ROSSEDEN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268894,422056
"39630",39630,"","","","33","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BW",267436,423269
"39650",39650,"","","","6","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268462,423017
"39726",39726,"","","","50","LOWRY PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268465,421577
"39740",39740,"GREENBANK FILLING STATION","SHOP","","145","GREYSTONE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268632,423050
"39744",39744,"","","","44","LINENHALL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266932,423112
"39895",39895,"","","","76","WOODLAND WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267197,421788
"40026",40026,"","","","127","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268257,421446
"40098",40098,"","","","19","DROMORE AVENUE","","","","DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265159,420165
"40149",40149,"","","","63","TERRYDREMONT ROAD","","","","MULKEERAGH","LIMAVADY","LONDONDERRY","BT490NR",270464,416497
"40201",40201,"","","","201","DRUMSURN ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PG",271760,417574
"40251",40251,"","","","52","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267517,422431
"40281",40281,"","","","31","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267610,423306
"40326",40326,"","","","11A","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267159,423118
"40420",40420,"","","","299","SEACOAST ROAD","","","","OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JY",266890,431450
"40927",40927,"","","","32","PETRIE PLACE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GB",268679,422542
"40993",40993,"","","","11","LOUGHERMORE ROAD","","","","WALWORTH","LIMAVADY","LONDONDERRY","BT499PB",262485,422158
"41009",41009,"","","","89","DRUMMOND MANOR","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269167,422352
"41282",41282,"","","","48","ASHBOURNE ROAD","","","","WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
"41749",41749,"","","","46","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268349,423051
"41750",41750,"","","","60","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268088,422256
